RevolvingUtilizationOfUnsecuredLines,Age,Late30to59Days,DebtRatio,MonthlyIncome,OpenCreditLinesAndLoans,Late90Days,RealEstateLoans,Late60to89Days,Dependents
0.02298,61,0,0.2776,1.6e+04,8,0,2,0,1
0.05366,53,0,0.005428,7000,6,0,0,0,0
0.1715,50,0,0.3186,4528,6,0,1,0,0
0.9104,43,3,0.1862,2.842e+04,12,0,3,1,2
0.8075,54,1,1775,0,9,0,0,0,0
0,39,0,0.06883,1.2e+04,5,0,0,0,3
0.582,42,0,0.2598,5072,4,0,0,0,0
1,31,1,0.1499,1200,5,1,0,3,0
0,38,0,0,4000,4,0,0,0,0
0.04257,81,0,0.01915,3550,3,0,0,0,0
1,54,1,0.2067,6902,10,0,1,0,2
0.4205,40,1,0.444,9100,18,0,2,0,0
0.1905,43,0,0.2372,1e+04,10,0,2,0,0
0.02215,61,0,0.3596,6400,5,0,1,0,1
1.206,61,3,0.1784,8650,12,0,1,0,1
0.1939,48,0,0.4498,1.5e+04,9,0,4,0,2
0.007906,62,0,12,0,6,0,0,0,0
0.0861,61,0,0.1793,1.51e+04,16,0,2,0,0
0.02216,72,0,0.001666,6000,8,0,0,0,0
1,54,2,0.4589,1.565e+04,10,0,2,0,3
0,42,0,0.6185,6680,11,0,2,0,1
0.3701,63,0,0.2941,6666,19,0,2,0,1
0.0615,58,0,0.4639,3032,16,0,2,0,0
0.009682,81,0,0.01471,5166,21,0,0,0,0
0.6073,35,0,0.3601,1.14e+04,11,1,1,0,3
0.09909,48,0,0.3558,2000,9,0,1,0,1
0.2479,25,1,0.1156,4793,7,0,0,0,1
0.03854,63,0,0.2671,3500,2,0,2,0,0
1,56,0,0,4333,3,0,0,0,1
0.1986,44,0,0.7317,4084,4,0,1,0,2
0.1015,48,0,0.1796,8833,7,0,2,0,3
0.1152,58,0,0.3377,7333,11,0,1,0,0
0.0387,65,0,0.005538,1.625e+04,7,0,0,0,1
0.02259,48,1,0.3698,5834,22,0,2,0,0
0.162,48,0,0.353,1.24e+04,9,0,2,0,1
1,58,0,0.04999,1e+04,4,0,0,0,0
0.1347,56,3,0.539,9988,18,0,4,0,2
0.01633,58,0,0.2356,6710,5,0,1,0,2
0.3325,42,3,0.3046,1.8e+04,10,0,2,0,2
0.1921,61,0,0.3628,5779,12,0,1,0,0
0.3443,38,0,0.002941,8500,3,0,0,0,0
0.01802,73,0,0.014,5000,10,0,0,0,1
0.3968,79,0,0.6574,1400,8,0,0,0,0
0,34,1,0.4034,1920,8,0,1,0,2
0.07357,64,0,0.3415,1.012e+04,11,0,3,0,1
0.1895,43,0,0.1257,3196,2,0,0,0,2
0.2778,41,0,1.08,2800,4,0,2,0,2
0.7192,59,0,1.048,3800,7,0,2,0,0
0.2685,43,0,0.7439,3821,7,0,2,0,0
0.02026,49,0,0.2582,1.045e+04,6,0,1,0,0
0.219,61,0,0.3598,9534,18,0,2,0,0
1,81,0,0.1161,6806,2,0,2,0,0
1.346,74,1,0.1249,2200,5,3,0,1,0
0.1341,44,0,0.4453,6799,13,0,2,0,0
0.4565,45,0,0.5613,9316,12,0,4,0,3
0,40,0,1466,0,7,0,2,0,0
0.04104,54,1,0.1849,6250,9,0,2,0,1
0.09266,52,0,0.2878,1.05e+04,28,0,2,0,3
1,91,0,0.431,1101,6,0,1,0,0
0.3154,31,0,0.2365,4511,3,0,1,0,1
1,45,0,0.03243,9250,1,0,0,0,2
0.1787,49,0,1.222,2600,7,0,1,1,0
0.003425,53,0,0.09939,6690,3,0,1,0,0
0.9246,34,1,0.2594,2200,4,0,0,1,0
0.0315,55,0,2.25,1800,11,0,5,0,0
0.1967,39,0,0.3155,2300,5,0,0,0,0
0.6716,27,0,0.06242,7400,6,0,0,0,0
0.511,44,1,0.1669,3006,8,0,0,0,1
1.551,51,2,0.2713,6974,5,0,2,2,4
0.8892,45,0,0.3138,6700,8,0,1,0,0
0.8893,43,0,0.3985,6583,9,0,1,0,2
0.04866,53,0,0.2167,6700,9,0,1,0,2
0.09612,63,0,0.5511,1.138e+04,14,0,1,0,0
1,55,0,0.3451,1.342e+04,7,0,2,0,1
0.1722,64,0,0.1063,2.5e+04,4,0,1,0,1
0.03672,44,0,0.7359,7450,7,0,5,0,0
0.4632,43,0,0.1875,7000,6,0,0,0,0
0,37,0,0.2626,1e+04,9,0,1,1,1
0.2366,53,0,0.6411,7007,22,0,1,0,3
0.7001,25,0,0.8287,898,6,0,0,0,0
0.1491,36,0,0.4833,5416,6,0,1,0,0
0.3146,35,0,0.4791,7600,12,0,1,0,0
0.01668,68,0,18.05,1190,15,0,1,0,0
0.03053,92,0,0.01342,3500,10,0,0,1,0
0.4542,45,0,0.2654,6650,8,0,2,0,6
0.1496,63,0,0.2977,1.234e+04,19,0,2,0,1
0.002427,86,0,0.0006664,3000,4,0,0,0,0
0.1899,29,0,0.3322,8233,7,0,1,0,0
0.9988,56,2,1.058,7000,11,0,2,0,2
0.3344,59,0,0.3772,2589,3,0,1,0,0
0.5078,39,2,0.3467,5874,10,0,1,0,4
0.4349,43,2,1.239,8050,13,0,6,0,4
1,38,0,0.3224,3510,6,0,1,0,1
0.008867,58,0,0.2566,5984,10,0,1,0,1
0.8486,40,0,0.003331,1800,1,0,0,0,2
0.002067,59,0,0.2673,5600,8,0,2,0,1
0,30,0,1.825,1888,6,0,2,0,0
0.5483,60,1,0.2882,1.141e+04,12,0,2,0,0
0.0335,44,1,0.2648,7500,10,0,1,0,2
0,47,0,0,8000,6,0,0,0,2
1,28,0,0.009456,2960,0,1,0,0,2
0.08235,68,0,0.2544,2633,13,0,0,0,0
0.03443,78,0,0.0003139,6370,3,0,0,0,0
0.1009,55,0,0.3844,6625,18,0,1,0,1
0.07108,47,0,0.2977,1.117e+04,7,0,2,0,0
0.4772,51,2,0.195,6846,6,2,1,3,3
1,57,0,0.3632,4000,3,1,1,1,3
0.0301,59,0,0.07524,1.445e+04,3,0,1,0,1
0.1107,54,0,0.1346,4530,7,0,0,0,0
0,78,0,0.04102,2900,7,0,0,0,0
0.01881,61,0,0.1368,1.317e+04,6,0,1,0,0
0.1786,64,0,0.04149,4000,10,0,0,0,2
0.9598,60,0,0.2187,4970,3,0,0,0,0
0.43,54,0,8.701,250,3,2,2,0,0
0,70,0,0.2171,3481,10,0,2,0,0
0.4917,72,0,0.2085,4166,11,0,0,0,0
0.01574,44,0,0.3335,1.098e+04,9,0,1,0,3
1.206,33,1,0.2117,3083,4,0,0,0,4
0.3168,30,0,0.2631,5100,7,0,0,0,0
0.1361,32,0,0.09982,6521,8,0,0,0,0
0.927,48,4,0.4128,7300,7,0,2,2,1
0.8964,68,2,0.5618,6031,18,0,1,0,2
0.008542,64,0,0.1762,1e+04,5,0,1,0,1
0.1404,40,0,0.1884,6300,4,0,1,0,0
0.0217,70,0,0.01866,1.05e+04,19,0,0,0,0
0.01835,50,0,0.2684,7403,9,0,2,0,1
0.8039,35,0,0.4664,5200,7,0,1,0,3
0.1888,41,0,0.2284,7500,10,0,2,0,0
1.027,32,0,0.3714,5300,11,0,0,0,0
0.00197,57,0,0.4255,2300,15,0,2,0,0
0.8426,49,1,0.6464,3333,5,0,1,0,2
0.4482,44,0,0.4082,7074,11,0,2,0,0
0.6911,41,0,2.039,1700,8,0,1,0,2
1,21,98,0,867,0,98,0,98,0
0.2955,29,0,0.3158,1500,6,0,0,0,0
0.012,77,0,0.002249,4000,3,0,0,0,0
0.5853,68,1,0.7625,5600,11,0,1,0,0
0.08599,60,0,0.009522,6300,3,0,0,0,1
0.01849,59,0,0.3193,1.423e+04,14,0,3,0,2
0.0005206,40,0,0.2966,1.125e+04,10,0,1,0,3
0.009877,43,0,0.1634,7923,16,0,0,0,2
0.09093,58,0,0.3257,8000,11,0,2,0,4
0.4934,31,0,0.4761,2910,15,0,0,0,1
0.01683,76,0,0.006248,4000,4,0,0,0,0
0.2861,36,0,0.335,1.39e+04,18,0,2,1,2
0.06697,69,0,0.01377,7334,8,0,0,0,0
0.4278,43,0,0.4485,6500,11,0,1,0,2
1,53,0,0,5290,0,0,0,0,0
0.04313,44,0,0.3344,8560,6,0,2,0,0
0.4902,26,0,0.4742,560,6,0,0,0,0
0.0505,77,1,0.239,8500,18,1,1,0,0
0.008374,65,0,0.001384,4333,4,0,0,0,0
0.9425,31,1,0.1998,8083,9,0,0,0,0
0.018,41,1,0.2934,4635,5,0,1,0,0
0.0008239,66,0,0.2784,4600,16,0,1,0,0
0.6326,33,0,1.154,2900,9,0,3,0,1
0.02451,62,0,0.7455,4384,17,0,2,0,0
0.07581,52,0,0.1691,9200,13,0,2,0,0
0.05854,60,0,0.4872,9000,23,0,1,0,0
0.05278,69,0,0.1398,6430,9,0,1,0,1
1.575,50,0,0.5678,8157,9,0,1,0,1
0.06928,64,0,0.3207,1.78e+04,18,0,6,0,0
0.7099,59,0,0.5339,6200,17,0,2,0,1
0.1001,47,0,0.1926,1.05e+04,25,0,2,0,0
1,73,0,0,1035,1,0,0,0,0
0.3917,59,0,0.4889,3750,12,0,0,0,0
0.2073,75,0,1.656,2000,9,0,2,0,0
0.009051,72,0,0.001801,9992,6,0,0,0,0
0.0444,64,0,0.107,9797,3,0,1,0,1
0.653,36,0,0.4756,6250,7,0,1,0,0
0.8602,26,0,0.3311,1920,4,0,0,0,0
0.3367,39,0,0.1034,6161,6,0,0,0,2
0.3267,43,0,0.14,3000,6,0,0,0,0
0.5169,50,0,1.221,5653,24,0,2,0,0
0.592,55,0,0.5238,1.3e+04,16,0,3,0,2
0.04902,65,0,0.314,7500,4,0,1,0,0
0.01162,73,0,0.001524,1.05e+04,8,0,0,0,0
0,48,4,0.1007,1.4e+04,10,0,0,0,0
0.03114,65,0,0.4051,2559,9,0,0,0,0
0.01552,77,0,0.003555,4500,3,0,0,0,0
0.4052,25,0,0.134,2626,2,0,0,0,0
0.2812,70,0,0.01581,5.767e+04,13,0,0,0,0
0.0112,45,0,0.4883,7200,14,0,3,0,0
0.05658,50,0,0.3351,2983,6,0,1,0,0
0.1663,61,0,0.2897,8367,11,0,1,0,1
0.8088,57,0,0.4532,1.32e+04,14,0,3,0,0
0.07266,37,0,0.2192,6920,7,0,2,0,2
0.3869,65,0,0.3588,9821,13,0,1,0,1
0.06355,56,1,0.3715,7000,13,0,3,0,1
0.05879,65,0,0.2279,1.033e+04,14,0,2,0,0
0.06605,47,0,0.9149,2900,23,0,3,0,2
0.1072,39,0,0.4021,3200,9,0,1,0,0
0.7458,58,0,0.4667,4400,7,0,1,0,0
1,54,0,0.02789,1.33e+05,6,0,1,0,0
0.1194,37,0,1.011,3416,14,0,2,0,0
0.5565,32,0,0.1776,5000,9,0,0,0,0
0.3266,53,0,0.3102,4500,9,0,1,0,0
0.5346,44,1,1.282,6500,15,0,7,0,0
0.07324,59,0,0.233,1.398e+04,10,0,1,0,1
0.3645,32,1,0.09016,5833,2,0,0,0,0
0.2859,42,0,0.4341,5000,11,0,2,0,6
0.5049,44,0,0.1947,4000,3,0,0,0,3
1,69,0,0.1714,2327,4,0,0,0,0
0.07405,74,0,0.4175,4833,14,0,2,0,0
0.6158,41,0,0.5305,7644,16,0,4,0,2
0.5733,38,0,0.2533,5400,10,1,0,0,0
0.9323,47,1,0.261,5500,5,0,1,0,4
0.3411,47,1,0.1729,4500,8,1,0,0,3
0,29,0,0.1734,2000,5,0,0,0,0
0.1776,53,0,0.1882,6710,3,0,1,0,0
0.7191,43,0,0.3694,4677,5,0,1,0,2
0.04391,56,0,0.006461,1.3e+04,5,1,0,0,2
0.01038,57,0,0.1627,4400,6,0,1,0,0
0.127,64,0,0.1876,4689,4,0,1,0,1
0.1629,64,0,0.1696,1.246e+04,15,0,1,0,1
0.8776,43,0,0.03185,5400,5,0,0,0,2
0.7495,33,0,0.2111,7750,10,0,1,0,1
0.5157,44,0,0.8194,3017,8,0,2,0,4
0,21,0,0,0,1,0,0,0,0
0.4724,89,2,0.6403,1300,6,3,0,0,0
0.05776,88,0,0.007891,1900,3,1,0,0,0
0.4347,60,0,0.1529,6028,7,0,0,0,0
0.7642,74,0,0.04318,5858,3,0,0,0,0
0.5419,42,0,0.5906,1.28e+04,9,0,4,0,2
0.1826,28,0,0.1504,2333,4,0,1,0,0
0.6447,62,0,2.022,2900,13,0,2,0,3
0.2043,53,0,0.8549,5810,10,0,3,0,1
0.7993,47,1,0.02947,7125,4,0,0,0,3
0.08549,64,0,0.2439,7457,11,0,2,0,0
0,40,0,0.434,5867,4,0,1,0,2
0.2171,34,0,0.0509,7700,5,0,0,0,0
0.04496,63,0,0.1524,9500,4,0,1,0,0
0.2161,44,0,0.5688,8800,15,0,1,0,2
0.5439,56,0,0.4385,4136,3,0,2,0,0
0.7631,47,0,0.7504,3000,7,0,1,0,2
0.1124,43,0,0.7214,4597,6,0,1,0,2
0.0114,56,0,0.3049,5500,22,0,2,0,1
0.01128,77,0,0.002113,6626,5,0,0,0,0
0.02717,68,0,0.4989,7500,7,0,2,0,3
0.0668,48,0,0.2695,3083,12,0,2,0,2
0.1983,74,0,0.05734,3400,5,0,0,0,0
1.014,32,0,0.4039,3916,8,0,1,0,1
1,23,0,0.08598,3500,3,0,0,0,1
0.4226,40,0,0.4217,3250,5,0,0,0,0
0.9125,26,1,0.03296,1880,2,4,0,0,0
0.6137,35,0,0.2593,5000,8,0,0,1,2
0.769,39,0,0.7193,4310,7,0,1,0,3
0.8144,44,0,0.3482,1.338e+04,16,0,2,0,1
0,33,0,0.1665,4000,5,0,0,0,0
0.6897,75,0,0.12,7.5e+04,19,0,4,0,0
0.3051,45,0,0.4866,7410,20,0,2,0,2
0.113,27,0,0.2773,1600,5,0,0,0,0
0.1893,43,0,0.5687,1.3e+04,8,0,2,0,3
0.6826,36,1,0.007138,1400,1,0,0,0,1
0.02193,54,0,0.3666,1.25e+04,10,0,2,0,2
0.05643,53,0,0.005149,9710,2,0,0,0,3
0.13,50,0,0.4796,3333,8,1,1,1,1
1,28,0,104,0,0,0,0,0,0
1,46,0,0.4634,3251,3,0,1,0,2
0.09782,47,0,0.2403,8300,10,0,1,0,1
0.1885,74,0,0.7813,6400,23,0,9,0,1
0.01219,48,0,1.14,4166,25,0,3,0,3
1.077,56,1,0.5226,3761,8,1,1,1,1
0.6005,60,0,0.6956,4000,14,0,1,0,1
0.3651,31,0,0.2647,4000,6,0,0,0,0
0.1473,57,0,0.1975,2004,6,0,0,0,1
0.007637,70,0,0.0123,2275,8,0,0,0,0
0.04347,45,1,1.353,2030,11,0,3,0,2
0.1164,61,0,0.6313,3750,14,0,2,0,0
1.031,66,6,0.1808,3916,15,0,0,1,0
0.2139,56,1,0.4073,5180,9,0,2,0,0
0.0006667,77,0,0.2079,5833,7,0,1,0,0
0.01997,50,0,0.07229,6916,7,0,0,0,2
0.3794,35,1,0.2813,8500,5,0,1,0,2
1.287,50,0,0.05996,1400,1,0,0,0,2
0.2168,59,3,0.5648,2883,14,0,2,0,0
0,57,0,0.4195,5532,4,0,2,0,1
0.06112,84,0,0.0136,8456,7,0,0,0,0
0.2891,31,0,0.1932,3333,8,0,0,0,0
0.1673,71,0,0.2794,1.251e+04,9,0,2,0,0
0.344,46,0,0.1227,1800,7,0,0,1,0
0.01565,38,0,0.3746,9500,9,0,2,0,1
0.1305,57,0,0.3269,1.433e+04,16,0,2,0,2
1,42,0,0.23,5100,5,0,1,0,2
0.9986,31,1,0.6244,5833,10,0,2,1,0
0.1231,41,0,0.5385,3917,15,0,1,0,2
0.06907,52,0,0.4964,5120,8,0,2,0,4
0.2776,45,0,1.035,1300,7,0,2,0,3
0.6751,46,2,0.421,9800,17,0,1,0,3
0,31,0,343,0,5,0,0,0,0
0.2579,52,0,0.4858,8916,5,0,2,0,2
0.00958,87,0,0.003499,4000,7,0,0,0,0
0,32,2,0,3700,5,1,0,0,1
0.02466,56,0,0.4561,4000,10,0,1,0,0
0.008851,75,0,0.4179,3600,10,0,1,0,1
0.4734,59,0,0.3329,1.092e+04,11,0,2,0,2
1,36,0,0,2468,0,0,0,0,1
0.173,34,0,0.08132,4500,8,0,0,0,0
0.1669,47,0,0.1836,1.029e+04,8,0,2,0,3
0.1758,41,0,0.2096,2666,7,0,0,0,0
1,36,1,0.4524,2780,10,0,1,0,0
0.5143,58,0,0.9621,8000,16,0,4,0,0
0.0456,70,0,0.00108,2.5e+04,4,0,0,0,0
0.06323,46,0,0.1911,4200,6,0,1,0,1
0.08513,63,0,0.3075,1.315e+04,5,0,2,0,1
1,26,1,0.007576,2771,0,2,0,0,1
0.05219,56,0,0.1612,3900,10,0,0,0,2
0.04119,38,0,0.01188,8333,6,0,0,0,0
0.3784,69,1,0.2224,1.621e+04,14,0,1,0,1
0.04267,44,0,0.03226,7500,6,0,0,0,0
0.123,36,0,0.4524,9800,9,0,3,0,3
0.02101,56,1,0.0693,1.188e+04,6,0,1,0,0
0.0496,62,0,0.4608,6817,6,0,2,0,0
0.1708,32,0,0.1226,3833,4,0,0,0,0
0.1077,40,0,0.2081,1.192e+04,8,0,2,0,1
0.06782,66,0,0.2596,3065,8,0,1,0,0
0.8288,57,0,0.3903,2315,3,0,0,0,0
0.334,63,0,0.2822,1.33e+04,9,0,1,0,0
0.2527,64,0,0.9027,1715,6,0,2,0,0
0,56,0,0.09119,1600,3,0,0,0,0
0.017,51,0,0.3817,8280,6,0,3,0,0
0.3287,49,0,0.4445,5400,8,0,2,0,1
0.3594,37,0,0.2116,5000,13,0,0,0,0
0.2605,61,1,0.4204,6250,10,0,1,0,0
0,48,1,0,3666,3,0,0,0,0
0.3635,62,0,0.08561,7708,5,0,0,0,0
0.7311,38,2,0.1765,6283,6,0,1,0,0
0,37,0,0.3205,8416,12,0,2,0,0
0.3128,52,0,0.2158,1.056e+04,8,0,1,0,2
0.04021,62,0,0.2973,8533,9,0,2,0,0
0.4005,68,0,0.5412,2619,7,0,0,0,0
0.01937,30,1,0.0008877,2252,2,0,0,0,0
0.8012,49,0,0.5819,2020,10,0,0,0,0
0.205,30,0,0.1487,3200,4,0,0,0,0
0.1742,63,0,0.1593,7000,11,0,0,0,2
0.01361,53,0,0.2428,9583,7,0,2,0,0
0.7405,35,0,0.8125,5166,9,1,1,0,3
0.3713,34,0,0.3656,8000,9,0,2,0,0
0.5199,40,0,0.5918,7833,5,0,1,0,0
1.373,25,2,0.3684,2100,5,0,0,0,0
0.1033,50,0,0.1355,1.117e+04,8,0,2,0,0
0.005945,38,0,0.3556,3390,7,0,1,0,3
0.7645,24,0,0.3921,1450,3,0,0,0,0
0.4549,35,1,0.659,1600,5,0,1,0,0
0.4778,48,0,0.7299,9600,11,0,7,0,1
0.3077,70,0,0.6617,4398,12,0,1,0,0
0.004091,61,0,0.0008328,7204,5,0,0,0,1
0.7101,53,0,0.5229,8500,17,1,1,0,3
0.1712,56,1,0.4031,7500,11,0,2,0,1
0.7083,49,0,0.435,6946,8,0,2,0,0
0.05839,66,0,0.2125,1.66e+04,12,0,2,0,1
0.0214,76,0,0.4682,4666,4,0,2,0,1
0.0591,66,0,0.06113,5904,12,0,0,0,0
0.5325,46,1,0.7298,5181,10,0,2,0,4
0,27,0,0.06665,3750,3,0,0,0,0
0.9595,50,0,0.4527,8322,11,0,2,0,3
0.7886,42,2,1.252,4333,5,0,2,2,0
0.004015,62,0,0.0007234,4146,10,0,0,0,0
1,39,0,0.08279,1e+04,3,0,0,0,0
1,42,0,0.4108,3417,2,0,1,0,0
0.001733,77,0,0.003713,3500,12,0,0,0,1
0.7571,65,0,0.4756,7000,6,0,2,0,0
0.007419,70,0,0.001439,4170,2,0,0,0,0
0.7371,49,0,1.209,3600,14,0,2,0,2
0.7451,50,0,0.4364,4900,3,0,1,0,1
1,23,0,25,1,2,0,0,0,0
0.2889,41,1,1192,1,7,0,2,1,2
1,35,0,0.3607,875,1,0,0,0,0
0.7709,31,3,0.4878,3000,7,1,0,0,2
1,40,0,0,3539,0,0,0,0,0
0.8034,57,2,0.5464,1.8e+04,18,0,2,3,1
0.3003,50,0,0.6412,2800,5,0,1,0,0
0.09131,60,1,0.1065,1.364e+04,14,0,1,0,0
0,49,0,0.07602,5800,2,0,0,0,2
0.3357,28,0,0.9276,800,13,0,0,0,0
0.5019,46,0,0.3057,8000,8,0,2,0,2
0.2225,52,0,0.4021,1.06e+04,11,0,5,0,0
0.511,49,0,0.7099,3950,8,0,1,2,0
0.04598,66,0,0.2486,8358,5,0,2,0,0
0.0316,54,0,0.338,1.14e+04,14,0,2,0,0
0.1485,64,0,4.994,9000,10,0,1,0,2
0.1078,31,0,0.04397,1500,3,0,0,0,0
1,33,98,0,4100,0,98,0,98,1
0.02276,57,0,0.022,4500,11,0,0,0,0
0.911,41,3,0.7732,4500,15,0,2,0,2
0.9606,61,0,0.1761,2395,8,0,0,0,1
1,33,0,0,2000,0,0,0,0,1
0.3291,37,1,0.6432,2000,6,0,1,1,1
0.6272,37,1,0.4352,3200,5,0,1,1,2
0.07718,49,0,0.3769,7500,11,0,2,0,0
0.01168,74,0,0.1498,6421,9,0,1,0,0
0.6815,55,0,0.5578,8452,11,0,4,0,1
0.3545,74,0,0.6594,5416,27,0,3,0,2
0.04846,37,0,0.1748,4737,7,0,2,0,0
0.325,39,1,0.3118,3864,13,1,0,0,2
0.04399,58,0,0.01243,7880,9,0,0,0,1
0.0837,48,0,0.4156,3500,19,0,1,0,0
0,69,0,1.32,9583,22,0,9,0,0
0,37,0,0.3064,4202,9,0,1,0,0
0.6689,28,0,0.3517,4773,8,0,0,0,1
0.7602,50,0,0.3513,8667,7,0,1,0,0
0.4834,64,2,0.3026,3300,9,0,0,0,1
0.5968,42,0,0.3202,3300,3,0,0,0,1
0.5781,57,0,0.7358,5210,15,0,1,0,3
0.4116,67,0,0.4694,5666,9,0,1,0,0
0.01382,50,0,0.2375,7792,13,0,1,0,0
0.07998,24,0,0.006246,1600,2,0,0,0,0
0.4635,53,0,0.4078,9939,12,0,1,0,0
0.017,91,0,0.0116,2500,4,0,0,0,0
0.2458,44,1,0.1239,8500,4,0,0,0,4
0,61,0,0.1403,8560,5,0,1,0,1
0.633,56,0,0.3358,2000,4,0,0,0,0
0.1542,44,0,0.4481,4000,9,0,1,0,3
0.1214,73,0,0.7646,1180,9,0,1,0,0
0.6776,50,0,0.1456,7424,6,0,0,0,1
0.2694,55,0,0.2786,5933,6,0,2,0,2
0,71,0,0,5000,12,0,0,0,0
0.08564,66,0,0.2521,9833,14,0,2,0,1
1,40,0,0.2376,3000,1,1,1,0,0
0,79,0,1.109,1688,6,0,1,0,0
0.4136,49,0,0.4415,9158,17,0,3,0,4
0.0414,59,0,0.007165,6000,7,0,0,0,0
1,32,0,0.1368,5000,2,2,0,0,1
0.6367,57,0,0.3928,1e+04,13,0,2,0,1
0.1848,63,0,0.2034,1.1e+04,7,0,1,0,1
0.006666,65,1,0.001738,2300,5,0,0,0,0
0.02155,60,0,0.04758,7166,5,0,1,0,0
0,44,0,0.4771,2600,3,0,1,0,0
0.03346,42,0,0.2569,7701,3,0,1,0,0
0.2216,59,0,0.1908,6666,8,0,1,0,0
1,51,0,0.4014,2500,3,0,0,0,0
0.1105,57,0,0.2701,6433,7,0,0,0,1
0.109,60,0,0.4529,5000,22,0,2,0,0
0.03532,63,0,0.5336,3500,10,0,1,0,1
0.03034,72,0,0.09037,1.05e+04,9,0,1,0,0
0.1463,47,0,0.001627,9219,1,0,0,0,2
0.02572,43,0,0.5075,8161,5,0,1,0,0
0.00334,36,0,0.1315,9316,7,0,0,0,1
0.02784,63,0,0.2152,5000,8,0,1,0,0
0.05087,65,0,0.1868,5336,6,0,1,0,0
0.9788,39,0,0.2995,5100,7,0,0,0,2
0.08531,47,0,0.51,1.542e+04,18,0,2,0,3
0.3034,39,0,0.1409,5308,4,0,0,0,0
0.4264,66,0,0.6233,4100,11,0,1,0,0
0.5051,72,0,0.261,9564,25,0,0,0,1
0.4337,59,3,0.8215,6000,5,0,1,1,1
0,82,0,0.1903,1.7e+04,24,0,2,0,0
0.06329,61,0,0.2617,5707,17,0,1,0,2
0.5259,43,0,0.08913,6641,7,1,0,0,0
0.01472,39,0,0.4856,5833,9,0,1,0,4
0.9365,36,1,0.1638,4583,4,3,0,0,0
0,40,0,0.04359,5000,3,0,0,0,2
0,50,0,0.321,9700,9,0,2,0,0
0.7944,52,0,0.5637,1.372e+04,26,0,4,0,2
0.1028,23,0,0.009135,1641,1,0,0,0,0
0.03559,59,0,0.4506,3987,3,0,1,0,0
0.1694,61,2,0.245,6500,14,0,1,0,0
0.383,42,0,0.645,3715,9,0,0,0,1
0.4741,34,0,0.03922,5200,2,0,0,0,1
0.0111,77,0,0.01639,2500,7,0,0,0,0
0.007066,64,0,6,0,4,0,0,0,0
0.09611,60,0,0.2702,2.75e+04,15,0,4,0,0
0.01471,75,0,0.1674,2400,6,0,1,0,1
0.04976,73,0,0.09832,9936,7,0,1,0,0
0.004716,73,0,0.6691,8081,20,0,3,0,0
0.07887,51,0,0.3196,3175,11,0,0,0,0
0.1567,80,0,0.3904,647,9,0,0,0,0
0.2097,25,0,0.124,2500,4,0,0,0,0
0.9274,47,0,0.3661,7700,10,1,2,0,1
0.9144,55,0,0.6727,7458,19,0,2,0,0
0.007758,56,0,0.02533,2841,13,0,0,0,0
0.04385,54,0,0.255,1.347e+04,3,0,2,0,2
0.0106,50,0,0.1966,9500,22,0,1,0,4
0.08793,39,0,0.37,5775,10,0,2,0,2
0.7978,55,1,0.2087,4799,6,0,1,0,0
0.04069,42,0,0.2653,1.242e+04,8,0,2,0,2
0.9762,57,0,0.5889,3200,4,0,1,1,3
0.09302,42,0,0.1025,1.503e+04,10,0,1,0,1
0.09253,44,0,0.6385,1800,6,0,1,0,0
0.03042,71,0,0.001454,5500,2,0,0,0,0
0.1958,30,1,0.2549,4173,11,0,0,0,3
0.01279,57,1,0.3263,5000,6,0,2,0,0
0.5291,64,0,0.8414,5283,16,0,1,0,2
0.09619,65,0,0.02071,3524,9,0,0,0,2
0.02552,77,0,0.02113,6200,9,0,0,0,0
0.1489,44,0,0.2922,7000,4,0,2,0,1
2.63,37,1,1.236,7166,12,0,2,0,0
0.2456,55,0,0.334,8000,24,0,2,0,2
1.102,42,0,0.003,8000,2,0,0,0,1
0.8942,40,0,0.4211,9100,12,0,1,0,3
0.2378,37,0,0.9419,3064,9,0,1,0,0
0,49,0,0.5923,3200,9,0,1,0,1
0.1046,73,0,0.02495,1.05e+04,7,0,0,0,0
0.02907,66,0,0.01899,3000,5,0,0,0,0
0.2946,50,2,0.03639,5000,8,0,0,0,0
0,39,0,0.3627,2800,6,0,1,0,0
0.09056,68,0,0.1852,2991,8,0,0,0,0
0.7692,48,2,0.2927,6692,6,1,2,1,2
0.06388,67,0,0.2122,1.746e+04,14,0,2,0,1
0.9548,62,0,0.4458,6167,25,0,0,0,1
0.01852,61,0,0.1782,9083,10,0,1,0,0
0.3263,50,1,0.509,1.067e+04,17,0,5,0,4
0.9675,34,0,0.2549,6500,7,1,0,3,2
0.01994,70,0,0.1887,3300,6,0,1,0,0
0.08442,47,0,0.192,1.667e+04,5,0,2,0,2
0.03896,22,0,1,0,2,0,0,0,0
0.005282,74,0,0.3465,1.667e+04,11,0,2,0,0
0.1569,52,4,0.3463,8000,9,0,4,0,2
0.05346,80,0,0.3234,4000,27,0,1,0,0
0.4769,53,0,0.2435,6200,9,0,0,0,0
0.02676,73,0,0.5837,1212,8,0,2,0,0
1.005,28,0,0.3049,5000,9,0,0,0,0
0.01432,83,0,0.009596,5001,8,0,0,0,0
0.927,58,0,1.039,5817,24,0,2,0,0
0.1232,41,0,0.2402,2355,5,0,1,0,2
0.2034,36,0,0.341,4583,4,0,1,0,0
0.2406,52,0,0.1371,7700,20,2,1,1,2
